Order Date,"Order
Type",Seller Order ID,Order ID,Inventory,Status,Tracking,Package Count,Qty,"Sale 
Price ","Sale 
price",Shipping Charged,"AMZ
Fee","Total 
Rate","Tax
fees",Shipping,"Unit 
cost","Total 
Cost ",Refund,Profit ,Loss,ROI,"Return
Refund","Veeqo 
Credits",3PL Cost,Net
"Fri, Feb 6",Dropship,112-0300065-3291427,25RYBRL,,"Delivered
Delivered","1Z5808E40367683179
1Z5808E40367683188",0,1,$79.99,$79.99,$0.00,$12.00 ,$67.99 ,$0.00,$10.04,$54.76,$64.80 ,,$3.19 ,,,,,,
"Fri, Feb 6",Dropship,111-7003904-4967463,276GQVZ,,Delivered,1ZV36W130326291410,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,114-6930479-0855421,25RYCFN,,Delivered,1Z5808E40367688638,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Fri, Feb 6",Dropship,113-9557721-1384261,01LF4WX,,Delivered,1Z035H9G0300192821,0,1,$75.20,$75.20,$0.00,$11.28 ,$63.92 ,$0.00,$10.04,$49.97,$60.01 ,,$3.91 ,,,,,,
"Fri, Feb 6",Dropship,113-4935136-7246665,25RYCRH,,Delivered,1Z5808E40367693720,0,1,$74.40,$74.40,$0.00,$11.16 ,$63.24 ,$0.00,$10.04,$49.97,$60.01 ,,$3.23 ,,,,,,
"Fri, Feb 6",Dropship,112-1996432-6529811,25RYCRK,,Delivered,1Z5808E40367693499,0,1,$73.50,$73.50,$0.00,$8.27 ,$65.23 ,$0.00,$10.04,$49.97,$60.01 ,,$5.22 ,,,,,,
"Fri, Feb 6",Dropship,112-7855380-3205014,07BRFR6,,Delivered,1Z0966F20340034101,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Fri, Feb 6",Dropship,112-1986770-8831415,21WSJ3L,,"Delivered
Delivered","1Z035H9C0300215821
1Z035H9C0300215830",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Fri, Feb 6",Dropship,111-5035280-4215447,276GRKN,,Delivered,1ZV36W130326296504,0,1,$73.50,$73.50,$0.00,$8.27 ,$65.23 ,$0.00,$10.04,$49.97,$60.01 ,,$5.22 ,,,,,,
"Fri, Feb 6",Dropship,111-7859100-9453038,276GRH8,,Delivered,1ZV36W130326297058,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Fri, Feb 6",Dropship,114-7253519-5209064,07BRGDX,,Delivered,1Z0966F20340039366,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Fri, Feb 6",Dropship,114-0305214-3127437,276GRX2,,"Delivered
Delivered","1ZV36W130326295961
1ZV36W130326295970",0,2,$37.10,$74.20,$34.99,$16.38 ,$92.81 ,$0.00,$14.82,$24.61,$64.04 ,,$28.77 ,,,,,,
"Fri, Feb 6",Dropship,114-3922427-6166647,01LF5DD,,Delivered,1Z0966F20340042165,0,1,$54.85,$54.85,$0.00,$8.23 ,$46.62 ,$0.00,$10.04,$34.79,$44.83 ,,$1.79 ,,,,,,
"Fri, Feb 6",Dropship,112-6979379-7553034,"25RYDBZ
25RYFTR",,"Delivered
Delivered
Delivered","1Z5808E40367708428
1Z5808E40367697708
1Z5808E40367697691",0,3,$29.25,$87.75,$34.99,$18.41 ,$104.33 ,$0.00,$21.72,$18.96,$78.60 ,,$25.73 ,,,,,,
"Fri, Feb 6",Dropship,114-6352961-3879438,47YZXFH,,Delivered,1Z5RE6980332803340,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,113-0242477-8603451,07BRGXB,,Delivered,1Z0966F20340043520,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,111-6961831-3930602,25RYDJ5,,"Delivered
Delivered","1Z5808E40367699288
1Z5808E40367699304",0,2,$47.99,$95.98,$34.99,$19.65 ,$111.32 ,$0.00,$10.04,$18.37,$46.78 ,,$64.54 ,,,,,,
"Fri, Feb 6",Dropship,114-9099778-0369846,01LF5PT,,"Delivered
Delivered
Delivered","1Z81V6210363005222
1Z81V6210363005231
1Z81V6210363005240",0,3,$29.25,$87.75,$34.99,$18.41 ,$104.33 ,$0.00,$17.53,$18.96,$74.41 ,,$29.92 ,,,,,,
"Fri, Feb 6",Dropship,111-0199741-6692279,276GSB7,,Delivered,1ZV36W130326293632,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,112-1829482-3521842,01LF6G7,,Delivered,1Z035H9F0300186232,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,112-8479236-9174652,21WSKTG,,Delivered,1Z035H9C0300216875,0,2,$18.49,$36.98,$18.99,$8.40 ,$47.57 ,$0.00,$10.04,$15.72,$41.48 ,,$6.09 ,,,,,,
"Fri, Feb 6",Dropship,113-4427632-7552265,07BRHSC,,Delivered,1Z0966F20340049588,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,111-1566647-9928219,01LF6JZ,,"Delivered
Delivered","1Z81V6210363027119
1Z81V6210363027128",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Fri, Feb 6",Dropship,112-7419247-3561858,25RYFJB,,Delivered,1Z5808E40367706742,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,112-3956889-6218623,25RYFKQ,,"Delivered
Delivered
Delivered
Delivered","1Z5808E40367706537
1Z5808E40367706573
1Z5808E40367706608
1Z5808E40367706635",0,2,$69.99,$139.98,$29.99,$25.50 ,$144.47 ,$0.00,$10.48,$54.76,$120.00 ,,$24.47 ,,,,,,
"Thu, Feb 5",Dropship,111-5392911-5103438,21WSPZ3,,Delivered,1Z5RE6980332836896,0,1,$34.95,$34.95,$0.00,$5.24 ,$29.71 ,$0.00,$10.04,$18.80,$28.84 ,,$0.87 ,,,,,,
"Fri, Feb 6",Dropship,111-4017036-2316256,07BRR68,,Delivered,1Z0966F20340082354,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,112-2692011-5165011,47YZ367,,"Delivered
Delivered
Delivered
Delivered","1Z5RE6980332838741
1Z5RE6980332838750
1Z5RE6980332838769
1Z5RE6980332838778",0,4,$24.10,$96.40,$34.99,$19.71 ,$111.68 ,$0.00,$10.04,$19.49,$88.00 ,,$23.68 ,,,,,,
"Fri, Feb 6",Dropship,111-0627519-6705806,276GYBZ,,"Delivered
Delivered
Delivered
Delivered","1ZV36W130326334472
1ZV36W130326334490
1ZV36W130326334525
1ZV36W130326334534",0,2,$69.99,$139.98,$29.99,$25.50 ,$144.47 ,$0.00,$10.48,$54.76,$120.00 ,,$24.47 ,,,,,,
"Fri, Feb 6",Dropship,111-5870588-4603416,276GYB3,,"Delivered
Delivered","1ZV36W130326343739
1ZV36W130326343748",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Fri, Feb 6",Dropship,114-8943000-9507465,47YZ37V,,Delivered,1Z5RE6980332835904,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,112-8731181-0909853,01LGFF2,,"Delivered
Delivered
Delivered","1Z81V6210363056285
1Z81V6210363056294
1Z81V6210363056301",0,3,$47.99,$143.97,$44.99,$28.34 ,$160.62 ,$0.00,$13.76,$18.37,$68.87 ,,$91.75 ,,,,,,
"Fri, Feb 6",Dropship,113-5266349-4609846,07BRR5X,,Delivered,1Z0966F20340082505,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,113-3551544-1697802,01LGDFS,,"Delivered
Delivered
Delivered
Delivered
Delivered","1Z81V6210363040630
1Z81V6210363040649
1Z81V6210363040658
1Z81V6210363040667
1Z81V6210363040676",0,1,$57.10,$57.10,$0.00,$8.57 ,$48.54 ,$0.00,$10.04,$34.20,$44.24 ,,$4.30 ,,,,,,
"Fri, Feb 6",Dropship,111-2545935-8753828,07BRR9T,,"Delivered
Delivered","1Z0966F20340083577
1Z0966F20340083586",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Fri, Feb 6",Dropship,112-6544571-1088265,47YZ38N,,Delivered,1Z5808E40367746548,0,2,$42.50,$85.00,$29.99,$17.25 ,$97.74 ,$0.00,$10.04,$36.66,$83.36 ,,$14.38 ,,,,,,
"Fri, Feb 6",Dropship,114-9540477-4973013,276GYDN,,"Delivered
Delivered","1ZV36W130326350365
1ZV36W130326350374",0,2,$43.99,$87.98,$29.99,$17.70 ,$100.27 ,$0.00,$12.41,$39.41,$91.23 ,,$9.04 ,,,,,,
"Fri, Feb 6",Dropship,112-9552131-5116240,47YZ383,,Delivered,1Z5RE6980332850807,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,113-4959160-3041808,276GYD6,,Delivered,1ZV36W130326346423,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,114-2822298-2715411,276GYFC,,Delivered,1ZV36W130326334392,0,1,$69.45,$69.45,$0.00,$10.42 ,$59.03 ,$0.00,$10.04,$39.42,$49.46 ,,$9.57 ,,,,,,
"Fri, Feb 6",Dropship,113-5274961-3345808,47YZ388,,Delivered,1Z5RE6980332838170,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,112-7567276-8633032,25RYNBT,,"Delivered
Delivered","1Z5808E40367740464
1Z5808E40367740473",0,2,$45.99,$91.98,$34.99,$19.05 ,$107.92 ,$0.00,$10.04,$18.37,$46.78 ,,$61.14 ,,,,,,
"Fri, Feb 6",Dropship,113-9401930-2184237,47YZ389,,Delivered,1Z5RE6980332831613,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Fri, Feb 6",Dropship,114-9278779-0555417,47YZ37Q,,Delivered,1Z5RE6980332847026,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,111-5186879-7983452,276GYFK,,Delivered,1ZV36W130326336943,0,1,$69.99,$69.99,$0.00,$10.50 ,$59.49 ,$0.00,$10.04,$46.81,$56.85 ,,$2.64 ,,,,,,
"Fri, Feb 6",Dropship,113-3778485-4300239,25RYNDY,,Delivered,1Z5808E40367737012,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Fri, Feb 6",Dropship,114-7845230-3254665,01LGDD2,,Delivered,1Z81V6210363044869,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,114-1570038-2705059,276GYB5,,Delivered,1ZV36W130326346290,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,113-9961347-0078651,21WSP3N,,Delivered,1Z035H9C0300222448,0,10,$9.75,$97.50,$37.99,$20.32 ,$115.17 ,$0.00,$10.04,$8.02,$90.24 ,,$24.93 ,,,,,,
"Fri, Feb 6",Dropship,112-3520479-5976268,25RYNDP,,Delivered,1ZV36W130326338969,0,1,$61.40,$61.40,$0.00,$9.21 ,$52.19 ,$0.00,$10.04,$40.58,$50.62 ,,$1.57 ,,,,,,
"Fri, Feb 6",Dropship,114-2398955-5332261,01LGDGX,,Delivered,1Z035H9G0300198503,0,1,$69.29,$69.29,$0.00,$10.39 ,$58.90 ,$0.00,$10.04,$46.81,$56.85 ,,$2.05 ,,,,,,
"Fri, Feb 6",Dropship,111-1899178-3833061,47YZ372,,Delivered,1Z5RE6980332845279,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Fri, Feb 6",Dropship,112-0625640-9023465,07BRSBV,,Delivered,1Z0966F20340085020,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Fri, Feb 6",Dropship,111-9913231-8763455,07BRSBD,,"Delivered
Delivered","1Z0966F20340084101
1Z0966F20340084110",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Fri, Feb 6",Dropship,114-9807807-8654654,01LGDF6,,Delivered,1Z035H9G0300198487,0,1,$74.40,$74.40,$0.00,$11.16 ,$63.24 ,$0.00,$10.04,$49.97,$60.01 ,,$3.23 ,,,,,,
"Fri, Feb 6",Dropship,114-0546649-9008218,01LGDFX,,"Delivered
Delivered","1Z81V6210363041746
1Z81V6210363041755",0,2,$47.99,$95.98,$34.99,$19.65 ,$111.32 ,$0.00,$10.04,$18.37,$46.78 ,,$64.54 ,,,,,,
"Sat, Feb 7",Dropship,111-8435260-3126663,276GYCL,,Delivered,1ZV36W130326337620,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Sat, Feb 7",Dropship,111-1248144-0338612,276GYCT,,Delivered,1ZV36W130326341400,0,1,$69.99,$69.99,$0.00,$10.50 ,$59.49 ,$0.00,$10.04,$46.81,$56.85 ,,$2.64 ,,,,,,
"Sat, Feb 7",Dropship,111-2536003-2273823,07BRR9D,,Delivered,1Z5808E40367751630,0,1,$62.50,$62.50,$0.00,$9.38 ,$53.13 ,$0.00,$10.04,$38.54,$48.58 ,,$4.55 ,,,,,,
"Sat, Feb 7",Dropship,113-8574066-0496218,01LGDFR,,Delivered,1Z035H9F0300189766,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Sat, Feb 7",Dropship,114-3623268-0166661,07BRR78,,Delivered,1Z0966F20340082603,0,1,$75.20,$75.20,$0.00,$11.28 ,$63.92 ,$0.00,$10.04,$49.97,$60.01 ,,$3.91 ,,,,,,
"Sat, Feb 7",Dropship,112-0500009-9917001,25RYNB2,,Delivered,1Z5808E40367743194,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Sat, Feb 7",Dropship,113-4574872-7297853,01LGFF8,,Delivered,1ZV36W130326330725,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Sat, Feb 7",Dropship,112-8103410-5762648,25RYNCX,,"Delivered
Delivered","1Z5808E40367748037
1Z5808E40367748046",0,2,$47.99,$95.98,$34.99,$19.65 ,$111.32 ,$0.00,$10.04,$18.37,$46.78 ,,$64.54 ,,,,,,
"Sat, Feb 7",Dropship,113-0970989-2777043,01LGDDX,,Delivered,1Z035H9G0300198432,0,1,$25.30,$25.30,$0.00,$3.80 ,$21.51 ,$0.00,$10.04,$10.15,$20.19 ,,$1.32 ,,,,,,
"Sat, Feb 7",Dropship,111-0131542-3839400,07BRR7Q,,Delivered,1Z0966F20340083406,0,1,$75.20,$75.20,$0.00,$11.28 ,$63.92 ,$0.00,$10.04,$49.97,$60.01 ,,$3.91 ,,,,,,
"Sat, Feb 7",Dropship,111-0747819-4634609,25RYL9D,,"Delivered
Delivered","1Z5808E40367751532
1Z5808E40367751541",0,1,$79.99,$79.99,$0.00,$12.00 ,$67.99 ,$0.00,$10.04,$54.76,$64.80 ,,$3.19 ,,,,,,
"Sat, Feb 7",Dropship,114-1198536-2310603,07BRR5B,,Delivered,1Z0966F20340085584,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Sun, Feb 8",Dropship,114-9052492-2097040,276GYVG,Item credit 0188589 001,Delay,1ZV36W130326338049,0,1,$69.99,$69.99,$0.00,$10.50 ,$59.49 ,$0.00,$10.04,$46.81,$56.85 ,,$2.64 ,,,,,,
"Sun, Feb 8",Dropship,113-9415239-4137033,01LGNWG,,Delivered,"1Z5808E40367785612
1Z5808E40367785621",0,5,$21.49,$107.45,$44.99,$22.87 ,$129.57 ,$0.00,$11.70,$17.36,$98.50 ,,$31.07 ,,,,,,
"Sun, Feb 8",Dropship,112-6087663-3798622,47YZ67Q,,Delivered,1Z5RE6980332853564,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Sun, Feb 8",Dropship,111-9659522-1531435,276G34W,,Delivered,1ZV36W130326355379,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Sun, Feb 8",Dropship,114-3008961-6334628,01LGLGN,,Delivered,1Z035H9G0300203103,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Sun, Feb 8",Dropship,111-0151084-7203458,25RYTHZ,,Delivered,1Z5808E40367770959,0,1,$74.20,$74.20,$0.00,$8.35 ,$65.85 ,$0.00,$10.04,$49.97,$60.01 ,,$5.84 ,,,,,,
"Sun, Feb 8",Dropship,114-5726782-9337023,07BRZ9S,,Delivered,1Z0966F20340139623,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Sun, Feb 8",Dropship,111-5331404-5935439,01LGLJQ,,Delivered,1Z81V6210363075611,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Sun, Feb 8",Dropship,113-6520458-9785863,21WSSHC,,Delivered,1Z035H9C0300226088,0,1,$75.20,$75.20,$0.00,$11.28 ,$63.92 ,$0.00,$10.04,$49.97,$60.01 ,,$3.91 ,,,,,,
"Sun, Feb 8",Dropship,114-6994463-8662665,01LGLK3,,"Delivered
Delivered","1Z0966F20340138099
1Z0966F20340138106",0,2,$54.89,$109.78,$34.99,$21.72 ,$123.05 ,$0.00,$13.40,$34.57,$82.54 ,,$40.51 ,,,,,,
"Sun, Feb 8",Dropship,114-5720941-8745822,47YZ699,,Delivered,9205590114430304612892,0,1,$43.70,$43.70,$0.00,$6.56 ,$37.15 ,$0.00,$10.04,$14.53,$24.57 ,,$12.58 ,,,,,,
"Sun, Feb 8",Dropship,112-2351912-7860200,01LGLL5,,Delivered,1Z81V6210363077584,0,1,$61.40,$61.40,$0.00,$9.21 ,$52.19 ,$0.00,$10.04,$40.58,$50.62 ,,$1.57 ,,,,,,
"Sun, Feb 8",Dropship,112-8713303-9679434,01LGNT8,,Delivered,1Z81V6210363085379,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Sun, Feb 8",Dropship,112-7049516-0835424,07BR2F2,,Delivered,1Z0966F20340138919,0,1,$74.20,$74.20,$0.00,$8.35 ,$65.85 ,$0.00,$10.04,$49.97,$60.01 ,,$5.84 ,,,,,,
"Sun, Feb 8",Dropship,112-2382272-2228208,07BR2JC,,Delivered,1Z035H9H0300191008,0,1,$44.49,$44.49,$0.00,$6.67 ,$37.82 ,$0.00,$10.04,$23.13,$33.17 ,,$4.65 ,,,,,,
"Sun, Feb 8",Dropship,114-5772464-2362629,25RYTRY,,Delivered,1Z5808E40367772019,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Sun, Feb 8",Dropship,114-9806583-4873040,01LGNVJ,,Delivered,1Z81V6210363087500,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Mon, Feb 9",Dropship,111-6295150-8945015,01LGLTL,,Delivered,1Z0966F20340140175,0,1,$54.89,$54.89,$0.00,$8.23 ,$46.66 ,$0.00,$10.04,$34.79,$44.83 ,,$1.83 ,,,,,,
"Mon, Feb 9",Dropship,114-5673895-3593833,25RYTT3,,Delivered,1Z5808E40367776177,0,1,$73.50,$73.50,$0.00,$8.27 ,$65.23 ,$0.00,$10.04,$49.97,$60.01 ,,$5.22 ,,,,,,
"Mon, Feb 9",Dropship,111-1016553-0977822,01LGLWT,,Delivered,1Z035H9G0300203498,0,1,$74.20,$74.20,$0.00,$8.35 ,$65.85 ,$0.00,$10.04,$49.97,$60.01 ,,$5.84 ,,,,,,
"Mon, Feb 9",Dropship,112-8012764-6003458,276G4HN,,Delivered,1ZV36W130326360309,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 9",Dropship,113-9447959-3131439,276G4H5,,"Delivered
Delivered","1ZV36W130326361120
1ZV36W130326361139",0,1,$79.89,$79.89,$0.00,$11.98 ,$67.91 ,$0.00,$10.04,$54.76,$64.80 ,,$3.11 ,,,,,,
"Mon, Feb 9",Dropship,111-1060724-4753848,01LGLYT,,Delivered,1Z81V6210363083273,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Mon, Feb 9",Dropship,114-4032685-3631446,25RYTZ9,,Delivered,1Z5808E40367777738,0,10,$3.69,$36.90,$12.99,$7.48 ,$42.41 ,$0.00,$10.04,$2.33,$33.34 ,,$9.07 ,,,,,,
"Mon, Feb 9",Dropship,113-5361256-8319429,07BR2TZ,,Delivered,1Z0966F20340142306,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 9",Dropship,111-6108375-9231403,01LGL27,,Delivered,1Z81V6210363081873,0,1,$61.40,$61.40,$0.00,$9.21 ,$52.19 ,$0.00,$10.04,$40.58,$50.62 ,,$1.57 ,,,,,,
"Mon, Feb 9",Dropship,111-9530215-5079465,07BR2WL,,Delivered,1Z0966F20340142968,0,1,$74.20,$74.20,$0.00,$8.35 ,$65.85 ,$0.00,$10.04,$49.97,$60.01 ,,$5.84 ,,,,,,
"Mon, Feb 9",Dropship,111-9501664-8728259,01LGL5L,Item credit# 0188712 001 qty:1 not delivered,"Delivered
Delivered
Shipment Cancel
Delivered","1Z81V6210363081604
1Z81V6210363081613
1Z81V6210363081622
1Z81V6210363081631",0,2,$69.99,$139.98,$29.99,$25.50 ,$144.47 ,$0.00,$10.48,$54.76,$120.00 ,,$24.47 ,,,,,,
"Mon, Feb 9",Dropship,112-7925500-7945043,25RYT6X,,Delivered,1Z5808E40367775776,0,1,$74.40,$74.40,$0.00,$11.16 ,$63.24 ,$0.00,$10.04,$49.97,$60.01 ,,$3.23 ,,,,,,
"Mon, Feb 9",Dropship,111-3068843-0427455,276G4NS,,"Delivered
Delivered","1ZV36W130326367508
1ZV36W130326367526",0,2,$37.89,$75.78,$34.99,$16.62 ,$94.15 ,$0.00,$14.82,$20.39,$55.60 ,,$38.55 ,,,,,,
"Mon, Feb 9",Dropship,112-0555793-5053065,276G4QK,,Delivered,1ZV36W130326367857,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Mon, Feb 9",Dropship,112-2929110-5255414,01LGLZH,,Delivered,1Z0966F20340143725,0,1,$54.85,$54.85,$0.00,$8.23 ,$46.62 ,$0.00,$10.04,$34.79,$44.83 ,,$1.79 ,,,,,,
"Mon, Feb 9",Dropship,113-5758156-7830664,01LGL2N,,Delivered,1Z81V6210363082818,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Mon, Feb 9",Dropship,113-5339008-9156208,276G4JZ,,Delivered,1ZV36W130326369097,0,1,$61.45,$61.45,$0.00,$9.22 ,$52.23 ,$0.00,$10.04,$40.58,$50.62 ,,$1.61 ,,,,,,
"Mon, Feb 9",Dropship,112-6258295-9938607,276G37W,,"Delivered
Delivered
Delivered","1ZV36W130326358198
1ZV36W130326358205
1ZV36W130326358214",0,3,$54.89,$164.67,$54.99,$32.95 ,$186.71 ,$0.00,$25.77,$34.57,$129.48 ,,$57.23 ,,,,,,
"Mon, Feb 9",Dropship,112-9292101-6629033,07BRZTD,,Delivered,1Z5808E40367770324,0,1,$62.50,$62.50,$0.00,$9.38 ,$53.13 ,$0.00,$10.04,$38.54,$48.58 ,,$4.55 ,,,,,,
"Mon, Feb 9",Dropship,112-6877103-3149819,07BRZT9,,Delivered,1Z0966F20340135789,0,1,$47.99,$47.99,$0.00,$7.20 ,$40.79 ,$0.00,$10.04,$18.37,$28.41 ,,$12.38 ,,,,,,
"Mon, Feb 9",Dropship,114-1379044-7608261,25RYW6S,,Delivered,1Z0966F20340135789,0,1,$62.50,$62.50,$0.00,$9.38 ,$53.13 ,$0.00,$10.04,$36.80,$46.84 ,,$6.29 ,,,,,,
"Mon, Feb 9",Dropship,112-1225142-3793815,01LGKY2,,Delivered,1Z035H9G0300202766,0,1,$69.99,$69.99,$0.00,$10.50 ,$59.49 ,$0.00,$10.04,$46.81,$56.85 ,,$2.64 ,,,,,,
