Order Date,"Order
Type",Seller Order ID,Order ID,,Status,Tracking,Package Count,Qty,"Sale 
Price ","Sale 
price",Shipping Charged,"AMZ
Fee","Total 
Rate","Tax
fees",Shipping,"Unit 
cost","Total 
Cost ",Refund,Profit ,Loss,ROI,"Return
Refund","Veeqo 
Credits",3PL Cost,Net,Inventory
"Wed, Mar 4",Dropship,111-6578885-1012254,47Y5SX4,,Delivered,1Z5RE6980333470323,0,1,$41.99,$41.99,$0.00,$6.30 ,$35.69 ,$0.00,10.04,23.13,$33.17 ,,$2.52 ,,,,,,,
"Wed, Mar 4",Dropship,114-4713060-2214660,47Y5SXX,,Delivered,1Z5RE6980333470707,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Wed, Mar 4",Dropship,113-8104362-1512206,47Y5SXS,,Delivered,1Z5RE6980333470716,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Wed, Mar 4",Dropship,111-0850870-7069062,21WWZ4D,,Delivered,1Z035H9C0300386718,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Wed, Mar 4",Dropship,113-3398798-5135423,25R6797,,Delivered,1Z5808E40368865220,0,1,$44.99,$44.99,$0.00,$6.75 ,$38.24 ,$0.00,10.04,18.37,$28.41 ,,$9.83 ,,,,,,,
"Wed, Mar 4",Dropship,114-2821709-4425019,25R6789,,Delivered,1Z5808E40368864249,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Wed, Mar 4",Dropship,114-9303151-1930636,01LPSDW,,Delivered,1Z81V6210364029375,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Wed, Mar 4",Dropship,113-5939986-5816218,25R677X,,Delivered,1Z5808E40368864589,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Wed, Mar 4",Dropship,112-9904346-7748204,21WWZWY,,"Delivered
Delivered","1Z0966FY0325297920
1Z0966FY0325297939",0,2,$33.10,$66.20,$24.99,$13.68 ,$77.51 ,$0.00,10.04,18.37,$46.78 ,,$30.73 ,,,,,,,
"Wed, Mar 4",Dropship,113-9880186-7398644,25R6764,,Delivered,889338438816,0,1,$63.95,$63.95,$0.00,$9.59 ,$54.36 ,$0.00,0,53.88,$53.88 ,,$0.48 ,,,,,,,
"Wed, Mar 4",Dropship,113-5135925-1224235,47Y5SWC,,Delivered,1Z5RE6980333470538,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,114-3522574-2046624,01LPSBR,,Delivered,1Z035H9F0300317886,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,111-7614737-1796204,01LPSBC,,"Delivered
Delivered","1Z035H9G0300343104
1Z035H9G0300343113",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Thu, Mar 5",Dropship,113-2181502-1501853,"07BZYVF
07BZYVV",,"Delivered
Delivered","1Z0966F20341414261
1Z0966F20341412272",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,20.08,25.95,$71.98 ,,$25.74 ,,,,,,,
"Thu, Mar 5",Dropship,112-0951750-9603438,01LPR9K,,"Delivered
Delivered","1Z81V6210364031111
1Z81V6210364031120",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Thu, Mar 5",Dropship,111-6473184-9754608,276NYPP,,Delivered,1ZV36W130327229272,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,112-4143775-7192234,01LPTJ3,,Delivered,1Z81V6210364041299,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,112-5274828-9904251,01LPR67,,Delivered,1Z81V6210364029777,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,111-4227718-0763418,07BZYRB,,Delivered,1Z0966F20341410836,0,1,$42.69,$42.69,$0.00,$6.40 ,$36.29 ,$0.00,10.04,23.13,$33.17 ,,$3.12 ,,,,,,,
"Thu, Mar 5",Dropship,111-4620922-1625841,276NYLH,,Delivered,1ZV36W130327230537,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,111-6225805-8878608,25R67W7,,Delivered,1Z5808E40368862509,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,113-1503328-3573044,01LPR3C,,Delivered,1Z81V6210364033271,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Thu, Mar 5",Dropship,111-8038306-1637066,276NYK3,,Delivered,1ZV36W130327227461,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,113-7150278-9885013,01LPTJS,,"Awaiting
Customer
Pickup",1Z81V6210364040898,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,113-3331250-3250637,07BZZ8Z,,Delivered,1Z0966F20341424938,0,1,$44.99,$44.99,$0.00,$6.75 ,$38.24 ,$0.00,10.04,18.37,$28.41 ,,$9.83 ,,,,,,,
"Thu, Mar 5",Dropship,113-2206998-8021864,07BZYSF,,Delivered,1Z035H9H0300330769,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,111-7670219-4845062,01LPSPH,,Delivered,1Z035H9G0300343435,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,114-7568556-4737049,47Y5S2S,,Delivered,1Z5RE6980333471966,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Thu, Mar 5",Dropship,114-0400780-9599415,21WW3GS,,Delivered,1Z0966FY0325301414,0,2,$11.25,$22.50,$12.99,$5.32 ,$30.17 ,$0.00,10.04,6.92,$23.88 ,,$6.29 ,,,,,,,
"Thu, Mar 5",Dropship,111-7148081-9230653,07BZZZ6,,Delivered,1Z035H9H0300331660,0,1,$87.11,$87.11,$0.00,$13.07 ,$74.04 ,$0.00,10.36,63.99,$74.35 ,,($0.31),,,,,,,
"Thu, Mar 5",Dropship,113-4598846-7307456,51ZQ4T2,,Delivered,1Z0AX7130356311869,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Thu, Mar 5",Dropship,114-7114367-2805005,276NZ2F,,Delivered,1ZV36W130327237423,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Thu, Mar 5",Dropship,114-8425485-1231468,25R69S9,,"Delivered
Delivered","1Z5808E40368876334
1Z5808E40368876343",0,2,$42.39,$84.78,$29.99,$17.22 ,$97.55 ,$0.00,12.41,39.42,$91.25 ,,$6.30 ,,,,,,,
"Thu, Mar 5",Dropship,112-0643525-3430645,07BZ2RS,,"Delivered
Delivered","1Z0966F20341423671
1Z0966F20341423680",0,2,$49.99,$99.98,$34.99,$20.25 ,$114.72 ,$0.00,10.04,18.37,$46.78 ,,$67.94 ,,,,,,,
"Thu, Mar 5",Dropship,112-6950305-2418634,01LPTX5,,Delivered,1Z81V6210364039024,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,114-8969363-4789014,01LPTZ5,,"Delivered
Delivered","1Z035H9F0300319286
1Z035H9F0300319295",0,2,$48.49,$96.98,$34.99,$19.80 ,$112.17 ,$0.00,16.2,25.78,$67.76 ,,$44.41 ,,,,,,,
"Thu, Mar 5",Dropship,111-9337462-0022655,21WW47H,,Delivered,1Z035H9C0300388216,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Fri, Feb 27",Dropship,112-8751319-4954611,01LPZ84,,"Delivered
Delivered","1Z035H9F0300323379
1Z035H9F0300323388",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Mon, Mar 2",Dropship,114-2363080-2172257,21WW8XY,,Delivered,1Z0966FY0325318013,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 3",Dropship,112-9549746-3237030,47Y5X2J,,"Delivered
Delivered","1Z5RE6980333489466
1Z5RE6980333489475",0,2,$33.10,$66.20,$24.99,$13.68 ,$77.51 ,$0.00,10.04,18.37,$46.78 ,,$30.73 ,,,,,,,
"Wed, Mar 4",Dropship,111-2146845-9503430,25R7HNG,,"Delivered
Delivered","1Z5808E40368911572
1Z5808E40368911581",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Wed, Mar 4",Dropship,111-5236389-9525022,25R7HPB,,"Delivered
Delivered","1Z5808E40368910671
1Z5808E40368910680",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Wed, Mar 4",Dropship,112-1762449-6554631,01LP2DH,,Delivered,1Z81V6210364071748,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Wed, Mar 4",Dropship,111-8357093-6308246,07BZ8P9,,Delivered,1Z0966F20341463422,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Wed, Mar 4",Dropship,112-6697954-4461802,25R7HR3,credit number 0193344 001,LABEL,9205590114424806051334,0,1,$25.30,$25.30,$0.00,$3.80 ,$21.51 ,$0.00,10.04,10.15,$20.19 ,,$1.32 ,,,,,,,
"Wed, Mar 4",Dropship,113-0864981-2598604,25R7HSQ,,Delivered,1Z5808E40368911205,0,1,$37.75,$37.75,$0.00,$5.66 ,$32.09 ,$0.00,10.04,20.58,$30.62 ,,$1.47 ,,,,,,,
"Thu, Mar 5",Dropship,111-0929407-7629049,01LP4B4,,"Delivered
Delivered","1Z81V6210364079197
1Z81V6210364079204",0,2,$37.25,$74.50,$34.99,$16.42 ,$93.07 ,$0.00,10.04,18.37,$46.78 ,,$46.29 ,,,,,,,
"Thu, Mar 5",Dropship,111-9446611-1759453,276N6JS,,Delivered,1ZV36W130327266660,0,1,$49.49,$49.49,$0.00,$7.42 ,$42.07 ,$0.00,10.04,25.95,$35.99 ,,$6.08 ,,,,,,,
"Thu, Mar 5",Dropship,113-4136795-1743435,21WW829,,Delivered,1Z035H9C0300394129,0,1,$25.30,$25.30,$0.00,$3.80 ,$21.51 ,$0.00,10.04,10.15,$20.19 ,,$1.32 ,,,,,,,
"Thu, Mar 5",Dropship,113-0715292-6306627,47Y5X4F,,"Delivered
Delivered","1Z5RE6980333495075
1Z5RE6980333495084",0,2,$48.49,$96.98,$34.99,$19.80 ,$112.17 ,$0.00,16.2,25.78,$67.76 ,,$44.41 ,,,,,,,
"Thu, Mar 5",Dropship,113-4422091-4921015,21WW836,,Delivered,1Z035H9C0300394174,0,1,$37.75,$37.75,$0.00,$5.66 ,$32.09 ,$0.00,10.04,20.58,$30.62 ,,$1.47 ,,,,,,,
"Thu, Mar 5",Dropship,113-2650127-9559440,01LP4CX,,Delivered,1Z81V6210364077519,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,113-2399680-1552234,01LP2NC,,Delivered,1Z035H9F0300323726,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Thu, Mar 5",Dropship,111-4249593-9834656,25R7HZB,,Delivered,1Z5808E40368912115,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,113-8531395-1912234,21WW9BV,,Delivered,1Z035H9C0300394245,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Thu, Mar 5",Dropship,113-6727569-5834646,47Y5X55,,Delivered,1Z5RE6980333495057,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,114-4258385-7532228,47Y5X6Q,,Delivered,1Z5RE6980333495235,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Thu, Mar 5",Dropship,112-6517863-4949848,01LP2ST,,Delivered,1Z81V6210364068476,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Thu, Mar 5",Dropship,113-3149940-7651409,07BZ85X,,Delivered,1Z0966F20341463879,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Thu, Mar 5",Dropship,113-6548034-0493021,07BZ87L,,Delivered,1Z0966F20341463244,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Thu, Mar 5",Dropship,112-0676104-0887467,01LP2WJ,,"Delivered
Delivered","1Z81V6210364069313
1Z81V6210364069322",0,2,$48.49,$96.98,$34.99,$19.80 ,$112.17 ,$0.00,16.2,25.78,$67.76 ,,$44.41 ,,,,,,,
"Thu, Mar 5",Dropship,114-1296874-7895439,21WW9DS,,Delivered,1Z035H9C0300394272,0,1,$37.75,$37.75,$0.00,$5.66 ,$32.09 ,$0.00,10.04,20.58,$30.62 ,,$1.47 ,,,,,,,
"Thu, Mar 5",Dropship,113-4669128-5046606,47Y5X73,,Delivered,1Z5RE6980333495299,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,113-7865110-4874625,07BZ89G,,Delivered,1Z0966F20341464118,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,114-5292170-7749036,01LP2X6,,"Delivered
Delivered","1Z81V6210364069886
1Z81V6210364069895",0,2,$48.49,$96.98,$34.99,$19.80 ,$112.17 ,$0.00,16.2,25.78,$67.76 ,,$44.41 ,,,,,,,
"Thu, Mar 5",Dropship,113-5352190-0922661,276N6XB,,"Delivered
Delivered","1ZV36W130327268186
1ZV36W130327268195",0,2,$67.90,$135.80,$44.99,$27.12 ,$153.67 ,$0.00,10.04,46.43,$102.90 ,,$50.77 ,,,,,,,
"Thu, Mar 5",Dropship,111-0737329-3860249,47Y5X9K,,"Delivered
Delivered
Delivered","1Z5RE6980333496270
1Z5RE6980333496289
1Z5RE6980333496298",0,3,$49.99,$149.97,$44.99,$29.24 ,$165.72 ,$0.00,13.76,18.37,$68.87 ,,$96.85 ,,,,,,,
"Thu, Mar 5",Dropship,113-4015913-4948204,47Y5X89,,Delivered,1Z5RE6980333495977,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Thu, Mar 5",Dropship,111-3620699-9023456,276N6V6,,Delivered,1ZV36W130327269498,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,111-3653256-6374651,276N6VT,,Delivered,1ZV36W130327269005,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Thu, Mar 5",Dropship,112-0096963-4863420,07BZ88Q,,Delay,1Z0966F20341461559,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Thu, Mar 5",Dropship,112-9669756-6166629,07BZ88G,,Delivered,1Z0966F20341461013,0,1,$37.75,$37.75,$0.00,$5.66 ,$32.09 ,$0.00,10.04,20.58,$30.62 ,,$1.47 ,,,,,,,
"Thu, Mar 5",Dropship,113-8376748-9861035,01LP2V3,,Delivered,1Z035H9G0300350936,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,111-5913585-0951452,01LP2TQ,,Delivered,1Z035H9G0300350918,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Fri, Mar 6",Dropship,111-1931204-1441051,07BZ852,,Delivered,1Z0966F20341463002,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,112-4763408-0381050,276N6SX,,Delivered,1ZV36W130327268355,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,111-1289442-0892207,01LP2SQ,,Delivered,1Z035H9G0300350794,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,113-1242398-7206623,07BZ839,,Delivered,1Z0966F20341462147,0,1,$45.50,$45.50,$0.00,$6.83 ,$38.68 ,$0.00,10.04,27.38,$37.42 ,,$1.26 ,,,,,,,
"Fri, Mar 6",Dropship,112-9111924-2123437,25R7H3D,,Delivered,1Z5808E40368913347,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,111-6414077-5377807,01LP2QL,,Delivered,1Z035H9G0300350749,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Fri, Mar 6",Dropship,112-4513527-4371425,276N6QJ,,Delivered,1ZV36W130327266946,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,113-2476168-3165835,01LP2PR,,Delivered,1Z81V6210364071140,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,113-2407906-2515458,"25R7HV9
25R7HXH",,"Delivered
Delivered
Delivered
Delivered
Delivered","1Z5808E40368912811
1Z5808E40368912820
1Z5808E40368912839
1Z5808E40368913187
1Z5808E40368913196",0,5,$52.25,$261.25,$74.99,$50.44 ,$285.80 ,$0.00,22.02,46.26,$253.32 ,,$32.48 ,,,,,,,
"Fri, Mar 6",Dropship,111-4639682-0538654,25R7KS7,,Delivered,1Z5808E40368927421,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Fri, Mar 6",Dropship,114-2242665-0325060,25R7HSP,,Delivered,1Z5808E40368910760,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Fri, Mar 6",Dropship,112-4500811-4480224,25R7HSC,return # 0193345,"Returning to
Sender",1Z5808E40368911107,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Fri, Mar 6",Dropship,113-8703415-4644237,276N6HX,,Delivered,1ZV36W130327266508,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Fri, Mar 6",Dropship,111-4833050-0232261,276N6HR,,Delivered,1ZV36W130327266919,0,1,$45.50,$45.50,$0.00,$6.83 ,$38.68 ,$0.00,10.04,27.38,$37.42 ,,$1.26 ,,,,,,,
"Fri, Mar 6",Dropship,114-4549612-3573859,01LP2FH,,Delivered,1Z81V6210364072210,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,112-7222887-8653005,276N6GS,,Delivered,1ZV36W130327264779,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,113-2432160-3303437,276N6GF,,Delivered,1ZV36W130327265750,0,1,$45.50,$45.50,$0.00,$6.83 ,$38.68 ,$0.00,10.04,27.38,$37.42 ,,$1.26 ,,,,,,,
"Fri, Mar 6",Dropship,112-6947985-7717838,07BZ8LN,,Delivered,1Z0966F20341462263,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Fri, Mar 6",Dropship,113-7941691-9399453,276N6FK,,Delivered,1ZV36W130327266437,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,114-3659352-4865804,276N6DL,,Delivered,1ZV36W130327264797,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,113-1425969-5638613,01LPZ9B,,Delivered,1Z81V6210364068690,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,112-2347836-3374603,25R7HJ8,,Delivered,1Z5808E40368910706,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Fri, Mar 6",Dropship,113-5783241-2009005,25R7HLK,,Delivered,1Z5808E40368910144,0,1,$45.25,$45.25,$0.00,$6.79 ,$38.46 ,$0.00,10.04,25.95,$35.99 ,,$2.47 ,,,,,,,
"Fri, Mar 6",Dropship,111-1084254-3879451,276N6FD,,Delivered,1ZV36W130327266928,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,111-7076803-5446625,07BZ8KL,,Delivered,1Z0966F20341463593,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,111-9290266-2264247,276N6FX,,"Delivered
Delivered","1ZV36W130327266188
1ZV36W130327266197",0,2,$48.49,$96.98,$34.99,$19.80 ,$112.17 ,$0.00,10.04,25.95,$61.94 ,,$50.23 ,,,,,,,
"Fri, Mar 6",Dropship,113-8139187-2263400,01LP4DR,,"Delivered
Delivered","1Z81V6210364082129
1Z81V6210364082138",0,2,$42.50,$85.00,$34.99,$18.00 ,$101.99 ,$0.00,10.04,18.37,$46.78 ,,$55.21 ,,,,,,,
"Fri, Mar 6",Dropship,113-9905839-7811442,21WW82R,,Delivered,1Z035H9C0300394110,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,114-4181216-0191439,01LP2HK,,Delivered,1Z81V6210364070436,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Fri, Mar 6",Dropship,113-4676270-4438653,276N6SV,,Delivered,1ZV36W130327267285,0,1,$49.99,$49.99,$0.00,$7.50 ,$42.49 ,$0.00,10.04,18.37,$28.41 ,,$14.08 ,,,,,,,
"Fri, Mar 6",Dropship,114-3543334-4701024,01LP4DJ,,Delivered,1Z81V6210364083557,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.92 ,,,,,,,
"Fri, Mar 6",Dropship,111-0555934-3864267,"276N6NL
276N6N4",,"Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered","1ZV36W130327265198
1ZV36W130327265778
1ZV36W130327265787
1ZV36W130327265796
1ZV36W130327265205
1ZV36W130327265214
1ZV36W130327265223
1ZV36W130327265769",0,8,$31.30,$250.40,$74.99,$48.81 ,$276.58 ,$0.00,20.96,27.78,$243.20 ,,$33.38 ,,,,,,,
"Fri, Mar 6",Dropship,113-4180908-0105008,25R7KSZ,,Delivered,1Z5808E40368927298,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Fri, Mar 6",Dropship,111-0853290-4629842,01LP2NL,,Delivered,1Z035H9F0300323735,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Fri, Mar 6",Dropship,111-9137814-4083415,276N6PQ,,Delivered,1ZV36W130327266259,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.78,$37.82 ,,$0.52 ,,,,,,,
"Fri, Mar 6",Dropship,113-8340423-8939408,276N6P2,,Delivered,1ZV36W130327265465,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.78,$37.82 ,,$0.52 ,,,,,,,
"Fri, Mar 6",Dropship,113-4152347-2459448,25R7H4L,,Delivered,1Z5808E40368913909,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Fri, Mar 6",Dropship,114-0606043-5581859,21WW9F2,,Delivered,1Z0966FY0325318906,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
